Omadeas Classifier Service v2 — Field Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field-level schema for the 10 classifier framework entities. Columns match the convention from ProjectOps_-_art_3_0_-_Data_Modelv2_updated.xlsx (62 cols). Use <module> as prefix placeholder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A · IDENTITY & TAXONOMY,,,,,,,,,,,,B · FIELD DEFINITION,,,,,,,,,,,,,,,C · SAMPLE DATA & EXPLANATION,,,,,,,,,,D · DESIGN & DEVELOPMENT,,,,F · SECURITY & GOVERNANCE,,,,,,,,,,,G · SEED DATA INSTRUCTIONS,,,,,,,,,H · MAP
source,phase,design_status,model_version,realm,microservice,category,sub_category,type,unique_field_ref,entity,entity_fields,data_type,length,"is_primary_key
(multiple for composite)",is_unique,is_nullable,fk_reference,check_constraints,index_name,unique_cns_1,unique_cns_2,unique_cns_3,unique_cns_4,unique_cns_5,default_value,data_limited_to,sample_data,"data from
classifier","classifier
values",composite_key,explanation,relationship_explanation,design_rationale,"calculated
(yes/no)",calculation,calculation_triggers,outstanding_design_questions,development_instructions,"example_records_configurations
at_entity_level","application_validations
(for the front end)",data_category,pii_type,obligation_mapping,lawful_bases,special_conditions,default_trust,sensitivity,masking,breach_impact,retention_policy,"requires_special
condition","microservice
(seed instructions)","entities
(policies)","entity_security
config","entity_trust_upgrade
trigger_relation","entity_verification
methods_relation","fields
(policies)","fields_policies
lawful_bases","fields_policies
special_conditions","fields_policies
organisation_specific",entity_map #
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity,<module>.<module>_node_classifier_assignment_history,<module>_node_classifier_assignment_history,<module>_node_classifier_assignment_history,,,,,,,,,,,,,,,tenant-scoped,,,,,"NEW. Append-only audit shadow. Captures ASSIGN, UNASSIGN, REASSIGN events. Written when modal closes per Policy D (one event per classifier that changed during the session). 15 native fields. Reason field captures governance text for requires_reason_on_change classifiers.",,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.id,<module>_node_classifier_assignment_history,id,UUIDv4,,Yes,Yes,No,,,,,,,,,gen_random_uuid(),tenant-scoped,his-uuid-0001,,,,Primary key.,Not referenced as FK (append-only — nothing references history).,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.original_assignment_id,<module>_node_classifier_assignment_history,original_assignment_id,UUIDv4,,No,No,Yes,<module>_node_classifier_assignment.id,,,,,,,,,tenant-scoped,asn-uuid-0001 OR NULL,,,,The assignment this history event refers to. NULLable: NULL on UNASSIGN (original was removed) and on clean ASSIGN (no prior row to reference).,FK to <module>_node_classifier_assignment.id. NULLable. NOT cascading — history persists when assignment is deleted.,Only nullable FK in the framework. History must survive its source. Hard FK constraints would require either cascading (losing history) or preventing deletes (locking the assignment table).,No,,,,NULL allowed. FK with NO CASCADE. Set on REASSIGN; NULL on ASSIGN/UNASSIGN as documented.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.assignee_node_id,<module>_node_classifier_assignment_history,assignee_node_id,UUIDv4,,No,No,No,<module>.node.id,,idx_history_node,,,,,,,tenant-scoped,node-uuid-feat-201,,,,The node the event happened on. Denormalised for query speed.,FK to module's node table.,Denormalised so history can be queried without joining back through the (possibly deleted) assignment row.,No,,,,NOT NULL. FK. ON DELETE RESTRICT (history survives node deletion in most cases — TBD).,,System-set.,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.classifier_id,<module>_node_classifier_assignment_history,classifier_id,UUIDv4,,No,No,No,classifier.id (soft FK),,idx_history_classifier,,,,,,,tenant-scoped,cls-uuid-priority,,,,Which classifier the event was for. Denormalised.,FK to <module>_classifier.id.,Denormalised for query speed.,No,,,,NOT NULL. FK.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.operation,<module>_node_classifier_assignment_history,operation,VARCHAR,20,No,No,No,,"CHECK (operation IN ('ASSIGN','UNASSIGN','REASSIGN'))",,,,,,,,tenant-scoped,REASSIGN,,,,The type of change. ASSIGN: from NULL to value. UNASSIGN: from value to NULL. REASSIGN: from value to different value.,No FK.,Three operations capture all change semantics cleanly. Cleaner than raw INSERT/UPDATE/DELETE logging because the type tells you the user intent directly.,No,,,,NOT NULL. CHECK enum. Set by application on history write.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.from_value_id,<module>_node_classifier_assignment_history,from_value_id,UUIDv4,,No,No,Yes,classifier_value.id (soft FK),"CHECK (operation='ASSIGN' AND from_value_id IS NULL) OR (operation IN ('UNASSIGN','REASSIGN') AND from_value_id IS NOT NULL)",,,,,,,,tenant-scoped,val-uuid-high (or NULL for ASSIGN),,,,The prior value. NULL for ASSIGN (no prior value); set for UNASSIGN and REASSIGN.,FK to <module>_classifier_value.id. NULLable per operation type (CHECK constraint enforces).,Pairs with to_value_id to capture the change as 'from X to Y'.,No,,,,NULL/value per operation rules. CHECK enforces coherence.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.to_value_id,<module>_node_classifier_assignment_history,to_value_id,UUIDv4,,No,No,Yes,classifier_value.id (soft FK),"CHECK (operation='UNASSIGN' AND to_value_id IS NULL) OR (operation IN ('ASSIGN','REASSIGN') AND to_value_id IS NOT NULL)",,,,,,,,tenant-scoped,val-uuid-critical (or NULL for UNASSIGN),,,,The new value. Set for ASSIGN and REASSIGN; NULL for UNASSIGN.,FK to <module>_classifier_value.id. NULLable per operation type.,Pairs with from_value_id.,No,,,,NULL/value per operation rules. CHECK enforces. Additional CHECK: from != to on REASSIGN.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.reason,<module>_node_classifier_assignment_history,reason,TEXT,500,No,No,Yes,,,,,,,,,,tenant-scoped,Severity increased after stakeholder review,,,,User-supplied or system-generated rationale. Required when the classifier's policy has requires_reason_on_change=TRUE.,No FK. Plain text.,Governance text. May contain sensitive context — treat as confidential.,No,,,,NULL allowed. Max 500. App-level enforcement: NOT NULL when classifier's policy.requires_reason_on_change=TRUE.,,Inline text field shown in modal when classifier's policy requires reason.,operational,,,,,40,CONFIDENTIAL,MASK_PARTIAL,MEDIUM,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.session_id,<module>_node_classifier_assignment_history,session_id,UUIDv4,,No,No,Yes,,,idx_history_session,,,,,,,tenant-scoped,sess-uuid-A001,,,,Optional grouping. Multiple history events from the same modal editing session share a session_id. Lets you reconstruct 'what was changed together'.,No FK — internal grouping only.,Generated fresh on each modal open. Enables session-level audit queries ('show me everything that changed in this user's editing session').,No,,,,NULL allowed. UUIDv4 generated by application on modal open.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.assignment_method,<module>_node_classifier_assignment_history,assignment_method,VARCHAR,30,No,No,No,,"CHECK IN ('manual','computed','suggested_accepted','suggested_overridden')",,,,,,,'manual',tenant-scoped,manual,,,,Mirrors assignment.assignment_method at the moment of the change. v2 always 'manual'.,No FK.,Captured at history-write time so audits answer 'how was this value determined' without joining the (potentially deleted) assignment row.,No,,,,NOT NULL DEFAULT 'manual'.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.calculation_id,<module>_node_classifier_assignment_history,calculation_id,UUIDv4,,No,No,Yes,"Calc Engine: calculation.id (soft FK, cross-service)",,,,,,,,,tenant-scoped,NULL (v2) or comp-uuid-financial-health (v3),,,,Which calculation was applied at this moment. NULL when method='manual'.,Soft FK.,Lets audit reconstruct calculation choice over time — 'this project switched from Financial Health to Composite on March 5'.,No,,,,NULL allowed. Soft FK.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.calculation_rule_id,<module>_node_classifier_assignment_history,calculation_rule_id,UUIDv4,,No,No,Yes,"Calc Engine: calculation_rule.id (soft FK, cross-service)",,,,,,,,,tenant-scoped,NULL (v2) or rule-uuid-amber-10pct (v3),,,,Which rule within the Calc Engine calculation fired at this moment.,Soft FK to Calc Engine. Coherence with calculation_id.,Captures the specific threshold/condition from the Calc Engine that produced the value at the time.,No,,,,NULL allowed. Soft FK.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.calculation_inputs,<module>_node_classifier_assignment_history,calculation_inputs,JSONB,,No,No,Yes,,,,,,,,,,tenant-scoped,"NULL (v2) or {""cost_variance_pct"":12.5} (v3)",,,,Snapshot of inputs seen by the Calc Engine at evaluation time. Frozen at write time.,No FK.,The historical snapshot lets a v3+ audit answer 'what data did the engine see when it set this to Amber on March 5?' without needing time-travel on the input source tables.,No,,,,NULL allowed. JSONB.,,System-set.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.occurred_at,<module>_node_classifier_assignment_history,occurred_at,TIMESTAMPTZ,,No,No,No,,CHECK (occurred_at <= now()),,,,,,,,tenant-scoped,2026-02-15T14:20:00Z,,,,When the change was committed to history (i.e. when the modal closed).,No FK.,"The semantic moment of the change, separate from row creation time.",No,,,,NOT NULL. Set by application on history write. CHECK not in future.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.occurred_by,<module>_node_classifier_assignment_history,occurred_by,UUIDv4,,No,No,No,authentication.principals.id,,,,,,,,,tenant-scoped,pr_ayodh_001,,,,The user whose action caused the change.,FK to authentication.principals.id.,User attribution at the semantic moment of change.,No,,,,NOT NULL. FK.,,Set by application.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.created_at,<module>_node_classifier_assignment_history,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.created_by,<module>_node_classifier_assignment_history,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Assignment History,entity.field,<module>.<module>_node_classifier_assignment_history.updated_at,<module>_node_classifier_assignment_history,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,9
framework_v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?  LOOKUP — referenced by policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity,<module>.classifier_selection_mode,classifier_selection_mode,classifier_selection_mode,,,,,,,,,,,,,,,tenant-scoped,,,,,"Lookup for selection modes. Three platform-seeded rows (SINGLE_SELECT, MULTIPLE_SELECT, HIERARCHICAL). Referenced by classifier_value_policy.selection_mode_id.",,,No,,,,,,,operational,,,,,40,CONFIDENTIAL,MASK_FULL,HIGH,,,Y,Y,Y,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.id,classifier_selection_mode,id,UUIDv4,,Yes,Yes,No,,,,,,,,,gen_random_uuid(),tenant-scoped,sm-uuid-single,,,,Primary key.,Referenced as FK by classifier_value_policy.selection_mode_id.,UUIDv4 PK.,No,,,,"PK, NOT NULL.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.company_id,classifier_selection_mode,company_id,UUIDv4,,No,No,Yes,company.company.id,,,,,,,,,tenant-scoped,NULL (platform-seeded),,,,Always NULL for platform-seeded modes. Reserved for tenant-custom modes in v2+.,FK to company.company.id. NULLable.,Reserves capability for tenant-defined modes without v1 schema commitment. Currently always NULL.,No,,,,NULL allowed. FK.,,Read-only — all v1 rows NULL.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.code,classifier_selection_mode,code,VARCHAR,50,No,Yes,No,,,,UNIQUE(code),,,,,,tenant-scoped,SINGLE_SELECT,,,,"Machine-readable code. One of SINGLE_SELECT, MULTIPLE_SELECT, HIERARCHICAL.",No FK. Used as natural key in seed scripts.,Stable code referenced by application logic for selection-mode-specific behaviour.,No,,,,NOT NULL. UNIQUE. UPPER_SNAKE_CASE.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.name,classifier_selection_mode,name,VARCHAR,100,No,No,No,,,,,,,,,,tenant-scoped,Single Select,,,,Display name.,No FK.,Human-readable label.,No,,,,NOT NULL. Max 100.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.description,classifier_selection_mode,description,TEXT,300,No,No,Yes,,,,,,,,,,tenant-scoped,Exactly one value can be assigned at a time. New assignment replaces the existing one.,,,,Description of the mode's behaviour.,No FK.,Helps admin UI explain modes to users configuring classifiers.,No,,,,NULL allowed. Max 300.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.allows_multiple,classifier_selection_mode,allows_multiple,BOOLEAN,,No,No,No,,,,,,,,,,tenant-scoped,FALSE (for SINGLE) or TRUE (for MULTIPLE/HIERARCHICAL),,,,Denormalised flag: can this mode accept multiple values? Application uses this for fast 'is this multi?' checks without string-matching the code.,No FK. Read by application logic.,Earns the lookup table's keep. Inline CHECK alternative would require code-matching to derive this flag every time.,No,,,,"NOT NULL. Match code semantics: SINGLE_SELECT=FALSE, others=TRUE.",,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.is_active,classifier_selection_mode,is_active,BOOLEAN,,No,No,No,,,,,,,,,TRUE,tenant-scoped,TRUE,,,,Soft-retire flag (n/a in v1 — all modes always active).,No FK.,Reserves the flag for consistency with other entities. Lookups rarely soft-retired.,No,,,,NOT NULL DEFAULT TRUE.,,Read-only.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.created_at,classifier_selection_mode,created_at,TIMESTAMPTZ,,No,No,No,,,,,,,,,now(),tenant-scoped,2026-01-15T09:00:00Z,,,,Creation timestamp.,Denormalised from audit_events.,Denormalised audit timestamp. Authoritative source is audit_events.,Yes,Set to now() on INSERT.,Record creation.,,NOT NULL DEFAULT now(). Immutable after creation.,,Read-only. Displayed as creation date.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.created_by,classifier_selection_mode,created_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_system_001,,,,Creator principal.,FK to authentication.principals.id. SYSTEM principal for seed rows.,Denormalised audit principal. Nullable for bootstrap/seed rows.,Yes,Set to acting principal_id on INSERT.,Record creation.,,FK to authentication.principals.id. NULL allowed for bootstrap rows. Immutable.,,Read-only. Displayed as 'Created by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.updated_at,classifier_selection_mode,updated_at,TIMESTAMPTZ,,No,No,Yes,,,,,,,,,,tenant-scoped,2026-03-10T14:30:00Z,,,,Last modified.,Denormalised from audit_events.,Denormalised audit timestamp. NULL on initial creation.,Yes,Set to now() on every UPDATE.,Any record modification.,,NULL allowed. Set via trigger or application on UPDATE.,,Read-only. Displayed as 'Last modified'.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
framework_v1,P0,DRAFT,framework v1,<module>,<module>,Classifier,Selection Mode Lookup,entity.field,<module>.classifier_selection_mode.updated_by,classifier_selection_mode,updated_by,UUIDv4,,No,No,Yes,authentication.principals.id,,,,,,,,,tenant-scoped,pr_admin_001,,,,Last modifier.,FK to authentication.principals.id. May be SYSTEM or admin.,Denormalised audit principal. NULL when no update has occurred.,Yes,Set to acting principal_id on every UPDATE.,Any record modification.,,FK to authentication.principals.id. NULL allowed. Set on UPDATE.,,Read-only. Displayed as 'Modified by' with principal display_name.,operational,,,,,40,INTERNAL,UNMASKED,LOW,,,,,,,,Y,,,,10
